date,bitcoin,ethereum,solana,ripple,cardano
2024-11-07 00:00:00,128492534668.23851,42388106411.06861,12310513296.170946,2317119597.7454667,749375355.5058366
2024-11-08 00:00:00,66590396087.4524,36844374455.9351,6091288676.382452,2234023598.9642086,813637353.0596781
2024-11-09 00:00:00,50687468387.720375,33688997426.40259,7260188189.931466,1737713572.24308,1910279431.328009
2024-11-10 00:00:00,31430906055.796104,30583711140.36284,4159056437.727218,1440484763.4288023,897587308.9383248
2024-11-11 00:00:00,93473126207.67865,47726595161.32535,11110901193.487217,4261955471.851764,6527580317.057181
2024-11-12 00:00:00,133959805308.72511,62390436438.24982,12984443505.89922,4422503003.126635,3280194971.0969224
2024-11-13 00:00:00,152356811694.44943,60074013245.45247,13290465438.161457,12912751557.030237,3181386248.1459627
2024-11-14 00:00:00,136046309843.60645,65592582441.25777,13805972977.973513,7120857884.644116,2644830608.2299004
2024-11-15 00:00:00,99649391847.08359,37531565153.535194,10550722956.667837,10551122422.101799,1729922211.7017794
2024-11-16 00:00:00,84382485697.84985,33076552515.401417,7498818405.350817,13116899767.153698,4090910068.046969
2024-11-17 00:00:00,49255174407.368774,26503107468.25979,5969522661.832492,25751173599.94672,6267538737.650395
2024-11-18 00:00:00,48556083101.64749,28547657381.28478,12972061001.980022,13225025169.216898,2501615517.051095
2024-11-19 00:00:00,77391724184.19348,35364731417.99857,10983854913.148941,10836262760.734638,2548582801.654668
2024-11-20 00:00:00,80493234958.49161,29767245881.040333,8433368277.4585285,5476363653.953676,1635269471.5485222
2024-11-21 00:00:00,80747272080.24826,29508936260.346874,8823415601.787249,7141998955.816309,4230382202.154202
2024-11-22 00:00:00,118163852022.3175,55714132904.97961,14028640651.231201,11144862558.116425,2791303410.437808
2024-11-23 00:00:00,85746174563.98602,36536922518.79305,9312488228.35439,17433244692.12234,6892507799.22072
2024-11-24 00:00:00,47414200206.70341,42885423857.47691,8833978840.183693,17125117613.056425,7258065363.156293
2024-11-25 00:00:00,50665680246.86775,30123422893.99126,6901354952.3071165,13367222473.504513,4065963806.818005
2024-11-26 00:00:00,89476321216.0935,53625394443.87371,8666830055.465332,12629382786.491205,3673630635.8309784
2024-11-27 00:00:00,97389239315.52954,41896722105.13149,9750668817.715805,10442232771.880827,2825247053.1150365
2024-11-28 00:00:00,81469353259.75,48465294233.32744,7109836475.670383,8681413551.471949,2963844108.950685
2024-11-29 00:00:00,49067932024.40325,33082767875.13153,5255693436.08845,6394089240.385964,1748421855.8847175
2024-11-30 00:00:00,74670031635.5065,28800628431.21762,5755025280.657502,14120989557.306025,2546200789.234483
2024-12-01 00:00:00,43580019720.720634,31961998508.230377,4804502975.567071,18118226774.28636,2235486757.4695177
2024-12-02 00:00:00,49147687432.565895,29705280034.459038,5045595846.945474,18435365983.17054,2617149103.843603
2024-12-03 00:00:00,101019861361.49252,49031522663.40944,9899598134.99005,53820003124.51403,5868579244.534972
2024-12-04 00:00:00,87935752287.975,39557549415.34987,10452192112.243505,37957094663.228096,5490023453.359384
2024-12-05 00:00:00,98230784298.0459,59744855714.19937,8783744907.42495,24079777836.582573,3185937360.6157274
2024-12-06 00:00:00,190460293531.53802,64995601294.502495,12602226714.283775,22923661364.318054,3576835053.2920136
2024-12-07 00:00:00,115812632020.44765,55954471926.67034,8922633455.40031,12689093602.056667,2349556943.0838575
2024-12-08 00:00:00,61061136199.7846,21959792763.543846,5251587540.533853,13898192078.521193,1576905611.3322842
2024-12-09 00:00:00,62677764785.05408,20728146237.12733,4395374812.781921,10399952121.56792,1847543253.3471847
2024-12-10 00:00:00,146846843211.51685,59141397866.09827,11429229527.743338,20516080397.568897,3803654545.310235
2024-12-11 00:00:00,125835977742.51114,63643513993.15369,11187514118.859241,29173861101.339516,3773323186.6575675
2024-12-12 00:00:00,118484957960.76833,38471623681.40909,7555103206.1240225,15899075206.770046,2481141444.010295
2024-12-13 00:00:00,100092043319.81221,47474608675.336655,6550517085.993641,11764450479.740368,2483873378.592398
2024-12-14 00:00:00,78802903278.85962,36218321642.49857,5161260053.695949,10210708750.872633,1480554949.0517018
2024-12-15 00:00:00,57321924844.41535,28647722345.409325,3877459092.60342,8261437423.651819,1210677610.7550113
2024-12-16 00:00:00,70645074624.52869,24816850994.80954,3942318066.518842,6560100595.864213,1088430664.0015788
2024-12-17 00:00:00,115184737759.33566,50679799770.94302,6624387280.0088625,13981664984.767004,1725755863.7953467
2024-12-18 00:00:00,93417826250.1972,32823036037.584606,7985124597.628129,14678437514.774538,1578222620.7391448
2024-12-19 00:00:00,113692025885.44745,50734709374.83128,8480297085.511605,19736815651.813995,2116818094.5756152
2024-12-20 00:00:00,100611554887.24123,64452959600.863884,10468690590.802677,21062431962.10383,2484376764.6355844
2024-12-21 00:00:00,112340864006.62827,72936574193.4554,12107653719.181095,24697654647.91057,2967142400.5806985
2024-12-22 00:00:00,53058382639.48845,32479699770.041058,6815137488.7062845,13839484154.079449,1619520801.5214942
2024-12-23 00:00:00,44619017105.36954,25811397925.979923,5182484546.123343,10514832661.665255,1251460951.2097306
2024-12-24 00:00:00,64937790292.61125,35528067791.09896,6301604625.525055,9514499269.525232,1373635719.5136724
2024-12-25 00:00:00,49169088282.15742,24085249644.32143,4227931012.2157845,5432535821.124748,1049748351.4339589
2024-12-26 00:00:00,33963749856.44743,17503804977.00058,3348485302.259563,3322151976.469681,695113060.3027651
2024-12-27 00:00:00,45049342388.18843,21239977785.94795,3632161406.3318877,4873873373.23111,860400720.7111105
2024-12-28 00:00:00,41498540807.666954,24582312087.174118,3493249464.36059,4902016228.946082,949972681.1647332
2024-12-29 00:00:00,22429850903.940086,13861298668.649797,2617139754.420275,2525595970.0449395,588899480.7586905
2024-12-30 00:00:00,24065314499.502274,11315432322.371536,2637965244.6069903,2675953522.389836,705652916.2069426
2024-12-31 00:00:00,57595164139.4709,27664137021.813133,3958275830.342855,6059015353.124691,1026988638.0611954
2025-01-01 00:00:00,45327464907.74362,21466394178.61746,3962483816.1795225,4128284760.622494,759319278.391332
2025-01-02 00:00:00,23275007789.496334,13440599794.35101,2824600478.597266,6878704641.749808,995785773.081401
2025-01-03 00:00:00,45157338602.617516,22683249623.05199,5084254052.257431,7459376387.38519,1274967600.399281
2025-01-04 00:00:00,35721645948.10051,22019312215.306797,4911221653.277528,5864224741.784014,2671600901.30405
2025-01-05 00:00:00,20979035420.980793,15951962220.78043,3044194454.6550207,4561813417.310058,1280366764.8039057
2025-01-06 00:00:00,20060293834.7155,12542101206.558632,3048234520.4287724,4325348371.227318,1363420254.9543183
2025-01-07 00:00:00,46111387334.46171,24440100572.59286,4309097910.341224,4601519396.54358,1364197241.7503395
2025-01-08 00:00:00,60610257147.15405,32832589510.813023,5199767125.738103,6652119689.816548,2194412773.8246
2025-01-09 00:00:00,65790469838.34392,35080974963.72023,5972330799.666177,7697257372.31326,1952408426.0212688
2025-01-10 00:00:00,65850881574.76184,30096896683.041233,4609352627.060508,5639756658.075597,1342595372.3981748
2025-01-11 00:00:00,63433655716.757095,26722437003.95787,4489439743.585478,4846732925.585662,1236328893.3650613
2025-01-12 00:00:00,17836423168.41627,11047744222.743227,2634148745.1065474,6968218335.110517,953404924.5156404
2025-01-13 00:00:00,19608932595.53299,9699706283.258541,1635265225.559339,4880658835.456561,1089023652.0670302
2025-01-14 00:00:00,76328330233.31137,41743898872.017,6287216536.189147,9352507594.244612,1540261745.4274852
2025-01-15 00:00:00,51241728228.81719,22365842880.809456,3315788782.9493647,7423364604.740665,1126688332.0067604
2025-01-16 00:00:00,57637319739.543396,23773995063.828526,4804084650.374077,23417331296.55123,2204538167.7741003
2025-01-17 00:00:00,50150102497.2729,25012556602.905136,7068314924.706724,24889336467.66615,2056463725.0214527
2025-01-18 00:00:00,69135117732.00064,27778832363.7708,5970704168.89648,13491956428.691526,1822084268.4989784
2025-01-19 00:00:00,49416447749.13053,32195594202.134895,25509863876.61015,10204987556.110008,1488331235.013274
2025-01-20 00:00:00,72970313683.92325,59678736709.7496,27745408600.276928,13089511624.10229,2803616184.038354
2025-01-21 00:00:00,120158523166.88387,49563768850.78339,24105137275.239193,18183898272.877342,2690733265.7307215
2025-01-22 00:00:00,95344290057.8965,33762939512.697853,12579840532.32276,9483639114.30823,1696335264.1544523
2025-01-23 00:00:00,55030669602.56557,21782301388.383984,10328230618.34812,7359947674.323075,969709594.2925464
2025-01-24 00:00:00,102455227371.20761,33863218042.431107,10816185398.469212,7860588482.871526,1201302650.1758041
2025-01-25 00:00:00,51418786362.7815,25895320216.868122,8592029753.25568,6165183598.347699,882394098.0963601
2025-01-26 00:00:00,22740744964.719296,12706329663.414034,5803289041.239068,3013156759.4045396,516244144.91543305
2025-01-27 00:00:00,20639818380.26942,13000445022.22209,4718944732.494511,3093938754.203019,512626380.0972311
2025-01-28 00:00:00,93191643783.24739,41151086046.07612,12684970731.866884,14811833894.587118,1403786414.4657733
2025-01-29 00:00:00,45780526813.56264,19807794444.483303,5786086231.183104,8515976594.593953,757826711.7739474
2025-01-30 00:00:00,47425401641.53094,22051422147.78046,6211589569.140341,6362709455.940402,823633204.3938981
2025-01-31 00:00:00,42122570869.034325,19504592311.356525,5322441765.57196,4444654575.269272,627908707.9566039
2025-02-01 00:00:00,37187819228.35328,31441846706.254246,4767010236.438659,4079932391.7375703,689867624.8457649
2025-02-02 00:00:00,22827776122.48367,18969060074.552986,4126022505.958027,4285675849.353482,560834002.3078455
2025-02-03 00:00:00,59784234332.21204,38896518795.21238,9577730751.60321,13660382309.418026,1557168341.9223769
2025-02-04 00:00:00,122163969235.23686,96588727629.45805,17185125725.03428,31670736568.02988,4656842166.005161
2025-02-05 00:00:00,73196693057.98114,52737830809.63367,8488460261.020004,12051077026.669235,1559657813.9470115
2025-02-06 00:00:00,48848958931.79228,30026391038.27177,4519102616.629987,6660157683.363499,819973385.3931305
2025-02-07 00:00:00,44462180396.172516,31349967107.97825,4544519196.979243,6304942916.816331,827082260.6220323
2025-02-08 00:00:00,57077722340.22422,30948837988.08186,5321325630.808724,7913782642.824578,886632725.1011336
2025-02-09 00:00:00,20760850644.84597,16335613332.591795,2738591550.9889145,3450039945.4201026,543524434.6478864
2025-02-10 00:00:00,25457107581.051964,17155535243.908037,3575183754.783349,4110259067.581117,668955885.3942552
2025-02-11 00:00:00,37054987393.57789,18843420567.42921,4877446867.21056,4147958037.3114934,738581245.7484099
2025-02-12 00:00:00,36454577154.5622,21212910085.211273,4610068875.979272,4814243274.422465,1756852350.9792051
2025-02-13 00:00:00,47115618235.19051,26503660438.845695,4991943969.554793,4845109298.913685,1221550295.0491712
2025-02-14 00:00:00,29084371910.690556,18938191215.29619,3243643748.254954,4437008065.063592,820914030.7597127
2025-02-15 00:00:00,32289906944.92862,17416785872.704834,4307573002.935994,7692468675.335378,757456263.8820649
2025-02-16 00:00:00,14215311318.346336,8896321414.559013,2126185023.7187572,3946216492.011967,483682696.9894568
2025-02-17 00:00:00,13634794998.739267,8757895115.47748,2477404625.155988,2966410173.436753,448632802.4718909
